compound_id,target_id,isomeric_smiles,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,exact_mol_wt,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,qed
137862-53-4,furin,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)[C@H](C(=O)[O-])C(C)C,0.9844,0.4011,0.8865,0.7892,0.2175,0.2543,433.21248688382,2.4561,113.21,0,6,10,3,3,32,0.375,0.4824346806313306
302-79-4,furin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,0.735,0.9909,0.337,0.7233,0.0774,0.3106,299.20165368391,4.267900000000004,40.129999999999995,0,2,5,1,0,22,0.45,0.5616544918724433
71963-77-4,furin,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.999,0.9851,0.9986,0.999,0.7102,0.8353,298.178023932,2.8408000000000015,46.150000000000006,0,5,1,5,0,21,1.0,0.6966147525766675
19774-82-4,furin,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.7299,0.7157,0.4946,0.6896,0.0667,0.2007,645.0236897880001,6.936200000000007,42.68,0,4,11,3,3,31,0.4,0.1676472462674973
145040-37-5,furin,CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.7494,0.8276,0.9964,0.998,0.7706,0.4167,609.24670635591,5.948200000000007,141.65,0,11,10,6,5,45,0.3333333333333333,0.1369498953302411
173334-58-2,furin,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.9608,0.999,0.7799,0.9508,0.1267,0.2306,551.393436416,3.2935000000000043,146.13,4,7,19,1,1,39,0.7333333333333333,0.1929941025707706
80621-81-4,furin,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c([O-])c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,0.9062,0.7285,0.8494,0.7792,0.6481,0.2143,784.3450829999101,5.525840000000006,201.20999999999995,4,13,2,6,4,57,0.4418604651162791,0.146665127943793
119302-91-9,furin,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,0.9577,0.7317,0.953,0.9972,0.1502,0.0751,529.3999845960899,4.407500000000003,59.00000000000001,1,5,5,6,0,38,0.90625,0.3249028216616177
1070-11-7,furin,CC[C@H](CO)[NH2+]CC[NH2+][C@H](CC)CO,0.3169,0.4002,0.1628,0.2295,0.0411,0.0717,206.19833091218,-2.344999999999996,73.68,4,2,9,0,0,14,1.0,0.3191108215768834
50-55-5,furin,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.9659,0.8532,0.5053,0.2124,0.0093,0.5004,608.27338086,4.171100000000004,117.78000000000004,1,10,8,6,3,44,0.5151515151515151,0.3735666920618681
22260-51-1,furin,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2([O-])O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.6367,0.6085,0.1696,0.1113,0.3163,0.2341,652.21400502791,2.5608000000000013,121.04,2,6,5,7,2,43,0.59375,0.5122926451509549
541-22-0,furin,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.1123,0.0407,0.5818,0.7867,0.5765,0.0962,258.30240205618,3.5196000000000023,0.0,0,0,11,0,0,18,1.0,0.3928381196087114
865-21-4,furin,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.9501,0.9674,0.7378,0.9805,0.7778,0.3665,810.420379436,3.990900000000003,154.10000000000002,3,12,7,9,3,59,0.5869565217391305,0.179801053533736
52-21-1,furin,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.9905,0.999,0.7467,0.7559,0.7625,0.7957,402.20423868,2.1284,100.90000000000002,2,6,3,4,0,29,0.6956521739130435,0.7016123362777874
83905-01-5,furin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[N@@H+](C)[C@H](C)[C@@H](O)[C@]1(C)O,0.9741,0.9754,0.9111,0.9365,0.8013,0.7236,749.51580219609,0.4836000000000089,181.28,6,13,7,3,0,52,0.9736842105263158,0.1982809197223551
72559-06-9,furin,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0.9961,0.9927,0.6308,0.151,0.9014,0.1361,845.4342323519102,3.983720000000003,208.3799999999999,4,14,4,6,1,61,0.5869565217391305,0.3169310497615251
1476-53-5,furin,CO[C@@H]1[C@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0.3672,0.8947,0.0708,0.2585,0.5356,0.733,610.21735706782,2.363119999999999,205.67,3,11,8,4,3,44,0.3870967741935484,0.2492352555368436
297-76-7,furin,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.9669,0.7815,0.9079,0.9977,0.4074,0.6269,384.230059504,4.425900000000004,52.6,0,4,2,4,0,28,0.75,0.4015627733780324
5593-20-4,furin,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.9934,0.999,0.9462,0.983,0.6547,0.8516,504.252331744,3.8175000000000026,106.97,1,7,6,4,0,36,0.7142857142857143,0.5482119854331166
64-77-7,furin,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,0.1193,0.3445,0.5499,0.5013,0.5728,0.826,269.09653698391,2.567120000000001,77.34,1,3,5,1,1,18,0.4166666666666667,0.8343820026665795
